id,income
8072,1
32084,1
19588,1
22853,1
22541,1
30691,1
51,1
19521,1
20809,1
19099,1
25217,1
29553,1
25184,1
31379,1
30563,1
24109,1
19088,1
6343,1
13799,1
4912,1
15606,1
13790,1
25043,1
32337,1
8923,1
23929,1
24820,1
14096,1
25517,1
13727,1
6816,1
7773,1
1512,1
16190,1
1735,1
18352,1
20567,1
2307,1
25602,1
25612,1
24046,1
10702,1
27715,1
23550,1
14763,1
7917,1
23033,1
30968,1
23943,1
29313,1
11884,1
22587,1
14100,1
3320,1
7486,1
15134,1
25647,1
501,1
8872,1
7828,1
9308,1
601,1
25940,1
28024,1
26010,1
30378,1
10984,1
31632,1
16006,1
19620,1
23720,1
17103,1
17992,1
29454,1
19974,1
2497,1
21449,1
10752,1
9523,1
13493,1
5526,1
4755,1
19968,1
59,1
16219,1
21554,1
5443,1
1990,1
30747,1
31257,1
6020,1
14802,1
2824,1
14576,1
25874,1
18481,1
13381,1
27573,1
30238,1
21017,1
11383,1
25464,1
20046,1
21005,1
316,1
5550,1
2871,1
17643,1
5106,1
4402,1
420,1
12807,1
20624,1
7552,1
28814,1
21496,1
13754,1
10226,1
5591,1
575,1
14659,1
11059,1
13061,1
21390,1
7732,1
30548,1
6852,1
6931,1
20878,1
18147,1
6193,1
2886,1
3842,1
1831,1
27728,1
16120,1
28576,1
11051,1
7626,1
17532,1
24803,1
26180,1
20429,1
30493,1
20177,1
25020,1
30597,1
21215,1
29512,1
12595,1
25955,1
12905,1
2759,1
31718,1
17497,1
24003,1
20773,1
15996,1
17405,1
612,1
3733,1
12902,1
28515,1
3131,1
32511,1
6425,1
16405,1
3223,1
32000,1
4447,1
18110,1
4245,1
10410,1
18189,1
21619,1
18373,1
14213,1
26755,1
18319,1
3479,1
1905,1
20488,1
2054,1
29760,1
26943,1
16107,1
2577,1
5569,1
30779,1
29078,1
23573,1
16993,1
26753,1
24744,1
23521,1
22487,1
1881,1
12195,1
2276,1
16548,1
11768,1
31854,1
28068,1
19667,1
21157,1
11735,1
27517,1
9928,1
27471,1
6413,1
15744,1
6000,1
28743,1
22170,1
15443,1
4411,1
27900,1
20152,1
31775,1
30989,1
19197,1
29701,1
11214,1
31700,1
4288,1
31649,1
28063,1
30416,1
5391,1
21372,1
32320,1
24981,1
15618,1
16124,1
18975,1
3169,1
25212,1
11724,1
17975,1
15259,1
10055,1
4037,1
17307,1
6668,1
7490,1
31842,1
8240,1
24570,1
4067,1
28827,1
27971,1
512,1
13709,1
31408,1
24932,1
24316,1
25440,1
32442,1
24433,1
31348,1
22974,1
5675,1
30190,1
10922,1
11067,1
22207,1
14326,1
10432,1
28778,1
11985,1
26520,1
5248,1
9814,1
21864,1
8617,1
13681,1
31900,1
2266,1
19650,1
32322,1
4758,1
5427,1
5701,1
10082,1
17428,1
26267,1
14767,1
25124,1
5306,1
16225,1
17722,1
26391,1
6794,1
30815,1
22044,1
6517,1
3149,1
10840,1
7785,1
9061,1
3515,1
27333,1
22552,1
22878,1
13008,1
9745,1
22693,1
20304,1
25795,1
5868,1
12505,1
10324,1
1904,1
26669,1
10265,1
29613,1
19805,1
12103,1
20491,1
10438,1
13329,1
20481,1
28773,1
13312,1
21384,1
27131,1
20406,1
27064,1
6891,1
6047,1
1811,1
32484,1
10353,1
10657,1
20277,1
1612,1
22185,1
4115,1
16718,1
29767,1
23767,1
24376,1
15158,1
25410,1
22846,1
30785,1
12806,1
9472,1
24331,1
17,1
11540,1
14723,1
341,1
18925,1
14226,1
30850,1
11975,1
23488,1
9656,1
12304,1
3290,1
22244,1
6930,1
31916,1
20033,1
25553,1
18320,1
24082,1
31410,1
5490,1
21586,1
24233,1
16574,1
27392,1
24941,1
13585,1
1507,1
5767,1
7559,1
9382,1
24227,1
6574,1
30780,1
2516,1
4960,1
9062,1
22679,1
4675,1
24131,1
17525,1
16053,1
16726,1
347,1
32090,1
17252,1
13937,1
15418,1
3642,1
12,1
11875,1
21992,1
28160,1
27240,1
30806,1
24332,1
19049,1
26974,1
10341,1
31905,1
24633,1
9013,1
4552,1
5278,1
27312,1
13811,1
28586,1
22931,1
2595,1
691,1
12667,1
24789,1
29939,1
24931,1
20408,1
4222,1
29098,1
30705,1
1365,1
2592,1
10808,1
549,1
1198,1
15639,1
19419,1
6203,1
22122,1
20538,1
1113,1
15758,1
13518,1
18254,1
352,1
14159,1
25977,1
31679,1
21750,1
9289,1
435,1
21212,1
9261,1
10608,1
28437,1
21201,1
24420,1
14940,1
27391,1
26863,1
26301,1
2217,1
15471,1
20168,1
22222,1
31530,1
18293,1
19085,1
31106,1
17256,1
21623,1
12068,1
13702,1
11072,1
3889,1
7721,1
25493,1
17701,1
15640,1
7219,1
31984,1
3946,1
482,1
23797,1
31642,1
822,1
585,1
30534,1
1523,1
32403,1
15304,1
26667,1
14074,1
6502,1
27393,1
10383,1
6223,1
17491,1
8138,1
19877,1
23134,1
25449,1
9086,1
20589,1
9286,1
15429,1
31060,1
25036,1
22174,1
8992,1
29149,1
4161,1
14811,1
8718,1
20365,1
29974,1
10584,1
21112,1
7661,1
9998,1
2015,1
12909,1
16024,1
10170,1
10066,1
12189,1
3971,1
32126,1
23908,1
6714,1
10747,1
28312,1
15384,1
31086,1
21993,1
15599,1
10569,1
18740,1
19540,1
30353,1
22022,1
14796,1
14248,1
10591,1
27055,1
18233,1
21827,1
19821,1
8494,1
6923,1
4735,1
25219,1
16331,1
20372,1
23598,1
3411,1
27180,1
22038,1
16482,1
24355,1
25705,1
20962,1
9864,1
25824,1
26711,1
11398,1
14371,1
22722,1
20462,1
13181,1
27068,1
1115,1
27897,1
29167,1
16769,1
22489,1
5562,1
31946,1
14401,1
32061,1
19752,1
3621,1
15784,1
22002,1
620,1
30326,1
26979,1
25852,1
18706,1
21736,1
5379,1
12581,1
32053,1
7956,1
16161,1
2644,1
29485,1
2052,1
14209,1
30900,1
18695,1
16632,1
31007,1
14837,1
9160,1
31819,1
26432,1
19191,1
26013,1
2046,1
19250,1
22286,1
31011,1
14445,1
4296,1
28714,1
15361,1
8705,1
19749,1
7479,1
21711,1
5558,1
31117,1
26684,1
22,1
17885,1
14312,1
465,1
23480,1
18704,1
4361,1
32212,1
9649,1
27044,1
17071,1
2882,1
2200,1
29031,1
23273,1
28165,1
31827,1
20749,1
19392,1
25693,1
364,1
11769,1
26356,1
15583,1
15216,1
16475,1
9608,1
15886,1
10862,1
22294,1
4703,1
24750,1
28659,1
30081,1
30288,1
6788,1
17399,1
15448,1
11733,1
2252,1
22757,1
26930,1
23062,1
745,1
29358,1
7826,1
2271,1
23393,1
22280,1
22004,1
1809,1
11760,1
5155,1
27291,1
25286,1
32517,1
5189,1
30793,1
23578,1
7825,1
5906,1
13621,1
704,1
24544,1
15770,1
23609,1
27667,1
26090,1
15646,1
24497,1
28405,1
23173,1
28776,1
26818,1
12759,1
29246,1
29621,1
25470,1
19393,1
16460,1
20015,1
14000,1
2572,1
12561,1
27168,1
18657,1
10133,1
10077,1
28567,1
1316,1
16795,1
10318,1
6473,1
20558,1
5703,1
7274,1
12199,1
26304,1
27028,1
32396,1
23445,1
191,1
20517,1
23947,1
10075,1
14423,1
27411,1
20163,1
6970,1
4338,1
26933,1
6782,1
21311,1
1091,1
12973,1
20876,1
29111,1
2140,1
6116,1
20325,1
20108,1
23448,1
7289,1
5629,1
3237,1
11380,1
17119,1
11997,1
19983,1
29117,1
2238,1
19915,1
17237,1
5960,1
17873,1
24038,1
9580,1
9285,1
19678,1
24637,1
5474,1
24731,1
9077,1
27633,1
11629,1
28510,1
4266,1
9175,1
11794,1
15241,1
11652,1
21323,1
29021,1
14647,1
26064,1
29005,1
24182,1
29696,1
29490,1
5407,1
17056,1
1045,1
16463,1
3255,1
6316,1
4898,1
12964,1
28997,1
2008,1
7033,1
12657,1
22500,1
8288,1
28809,1
18163,1
306,1
30435,1
13406,1
25850,1
6638,1
12228,1
27807,1
29620,1
22977,1
5111,1
25736,1
31421,1
6420,1
13978,1
22299,1
11481,1
20518,1
28258,1
7803,1
27820,1
29307,1
23150,1
14434,1
16377,1
20894,1
15325,1
25844,1
20127,1
2109,1
19187,1
18378,1
7116,1
15357,1
1861,1
19174,1
6378,1
25448,1
2558,1
24534,1
15983,1
12326,1
19378,1
24878,1
29127,1
24915,1
13054,1
10811,1
10111,1
22954,1
15352,1
29349,1
20362,1
21425,1
11433,1
22651,1
12331,1
5875,1
22933,1
5755,1
290,1
18565,1
19160,1
4282,1
24471,1
24752,1
29931,1
8169,1
25526,1
12273,1
22740,1
4694,1
13859,1
30094,1
12504,1
9028,1
19205,1
18024,1
22763,1
7387,1
19738,1
25278,1
5563,1
14832,1
694,1
14726,1
18543,1
23818,1
18202,1
32164,1
160,1
10855,1
11937,1
28248,1
15741,1
14205,1
21648,1
16987,1
23721,1
32130,1
7607,1
21367,1
25786,1
24923,1
13029,1
5128,1
6977,1
7722,1
8433,1
13370,1
12772,1
32294,1
18447,1
18563,1
16515,1
20398,1
23206,1
12844,1
9932,1
20787,1
30128,1
18677,1
14959,1
22555,1
13581,1
20857,1
12133,1
20485,1
25364,1
3576,1
20132,1
28836,1
2413,1
12368,1
7103,1
3069,1
24738,1
22488,1
26005,1
13903,1
30831,1
10321,1
5233,1
9476,1
25384,1
1662,1
6428,1
18680,1
16522,1
17899,1
1048,1
1890,1
213,1
7622,1
502,1
26921,1
2178,1
13287,1
7028,1
7058,1
16112,1
25434,1
32519,1
26627,1
13405,1
23807,1
28347,1
23602,1
14962,1
9772,1
25255,1
7867,1
6386,1
18805,1
13482,1
19325,1
28302,1
6276,1
8366,1
21370,1
3557,1
27226,1
5966,1
29894,1
10526,1
14444,1
12933,1
17424,1
10212,1
9839,1
9021,1
17911,1
5415,1
21203,1
4217,1
26963,1
21931,1
15403,1
1306,1
12532,1
9133,1
6525,1
29327,1
7670,1
22885,1
11167,1
16390,1
20685,1
19619,1
12770,1
7013,1
19867,1
24525,1
8499,1
17025,1
16237,1
3628,1
27587,1
2946,1
15684,1
14517,1
10523,1
25295,1
7083,1
5536,1
6227,1
7046,1
9989,1
25379,1
29835,1
31756,1
10716,1
19560,1
26489,1
25983,1
1460,1
21299,1
14596,1
2118,1
11253,1
16936,1
22941,1
30366,1
6348,1
13109,1
19495,1
10991,1
29481,1
725,1
16268,1
23388,1
7168,1
2010,1
20703,1
17905,1
7574,1
28821,1
16289,1
12803,1
22919,1
25556,1
13378,1
22797,1
3549,1
29404,1
31865,1
7986,1
21038,1
5218,1
22419,1
239,1
27910,1
9405,1
10927,1
26339,1
30679,1
24214,1
171,1
14158,1
7231,1
23962,1
2009,1
28367,1
31860,1
17506,1
18877,1
29195,1
4553,1
7301,1
17845,1
13104,1
50,1
4717,1
9927,1
18794,1
10152,1
674,1
5651,1
13564,1
30756,1
31241,1
28542,1
7369,1
29654,1
6072,1
28787,1
2775,1
24833,1
907,1
14808,1
7629,1
28158,1
17578,1
6631,1
23179,1
12311,1
21915,1
28151,1
2493,1
6162,1
21089,1
30234,1
2021,1
3199,1
18195,1
27176,1
17959,1
13900,1
21598,1
24073,1
12061,1
21325,1
25974,1
4214,1
27205,1
5195,1
15634,1
29975,1
24784,1
29196,1
22194,1
26031,1
28221,1
2262,1
29414,1
6304,1
12014,1
28806,1
22164,1
20077,1
9868,1
3503,1
16286,1
21969,1
11045,1
7312,1
30790,1
7984,1
28598,1
24344,1
26632,1
32055,1
7765,1
6770,1
3364,1
26595,1
27385,1
31628,1
15626,1
4842,1
13140,1
25668,1
3466,1
358,1
12703,1
21036,1
14424,1
9340,1
6290,1
16992,1
18700,1
12010,1
32181,1
816,1
31341,1
3689,1
8558,1
1318,1
27382,1
6979,1
28519,1
31622,1
2540,1
28478,1
13645,1
4317,1
5125,1
27124,1
17109,1
27059,1
18666,1
26949,1
23799,1
5904,1
13444,1
3478,1
2341,1
19372,1
20142,1
21814,1
28594,1
630,1
7419,1
11025,1
6808,1
19091,1
30794,1
1378,1
9046,1
2219,1
29347,1
27528,1
31253,1
2257,1
8906,1
19870,1
18976,1
16635,1
23485,1
26694,1
24164,1
4872,1
14625,1
11852,1
8845,1
29659,1
25110,1
5103,1
16680,1
7579,1
22837,1
21800,1
16499,1
28000,1
31449,1
7049,1
13046,1
9467,1
21763,1
7996,1
16452,1
4195,1
32546,1
10816,1
23063,1
14421,1
21315,1
3707,1
28896,1
24549,1
13719,1
32284,1
16375,1
23813,1
32481,1
27590,1
10887,1
5870,1
31504,1
27903,1
27039,1
24608,1
7612,1
29392,1
30268,1
29721,1
8406,1
2451,1
29674,1
23441,1
9088,1
9400,1
6397,1
13310,1
32227,1
25515,1
6840,1
15861,1
22404,1
5332,1
22815,1
31043,1
25015,1
6527,1
30727,1
10806,1
6459,1
22756,1
3218,1
13113,1
12983,1
29968,1
25230,1
30494,1
8688,1
14523,1
15414,1
11445,1
16764,1
399,1
6635,1
23683,1
8739,1
13411,1
2774,1
24320,1
5946,1
8392,1
21226,1
14518,1
5590,1
3357,1
31560,1
10952,1
4851,1
17749,1
965,1
21885,1
10091,1
19512,1
10186,1
14764,1
6414,1
24189,1
23113,1
15988,1
30495,1
6,1
27069,1
16367,1
5179,1
26018,1
7259,1
12380,1
22023,1
8694,1
12376,1
7467,1
31631,1
14006,1
16229,1
20052,1
25327,1
14631,1
19128,1
18428,1
10988,1
9840,1
26170,1
9112,1
25474,1
2709,1
6683,1
27889,1
23190,1
17854,1
31779,1
6448,1
30865,1
29369,1
5164,1
9352,1
2482,1
30224,1
25180,1
1887,1
13390,1
13933,1
13767,1
7170,1
27891,1
28838,1
3699,1
22818,1
2195,1
8327,1
673,1
5582,1
23507,1
17243,1
30874,1
13583,1
17139,1
25104,1
5297,1
2343,1
2192,1
3367,1
30671,1
16866,1
23219,1
25166,1
13916,1
13994,1
28500,1
22417,1
2849,1
9704,1
9012,1
22832,1
12002,1
31324,1
8704,1
30201,1
18955,1
5586,1
30594,1
22129,1
15075,1
22076,1
19095,1
8687,1
28715,1
25623,1
3445,1
4326,1
16651,1
2484,1
14577,1
20960,1
303,1
5412,1
12512,1
9976,1
8834,1
18105,1
32157,1
24859,1
30825,1
5496,1
1982,1
2521,1
25251,1
22678,1
23123,1
32074,1
6030,1
21609,1
1244,1
16560,1
5015,1
28783,1
22809,1
20532,1
14040,1
11813,1
1684,1
20453,1
1726,1
1343,1
27552,1
2003,1
7186,1
25471,1
23471,1
10371,1
23477,1
640,1
11529,1
8289,1
19799,1
5180,1
31069,1
9762,1
3678,1
29273,1
11789,1
25827,1
5908,1
7557,1
1556,1
29527,1
20561,1
5628,1
9171,1
5712,1
14572,1
1981,1
4979,1
18430,1
29176,1
10300,1
21935,1
16644,1
19033,1
1531,1
1481,1
32022,1
16823,1
27654,1
18812,1
19694,1
705,1
18765,1
26122,1
16473,1
32479,1
3263,1
20265,1
31145,1
11702,1
7129,1
31978,1
6482,1
7794,1
20973,1
14910,1
1606,1
8163,1
2629,1
28293,1
31695,1
29478,1
19576,1
16181,1
6209,1
14173,1
14800,1
805,1
32313,1
11328,1
20448,1
31664,1
11179,1
1960,1
24711,1
12550,1
16825,1
7037,1
10903,1
22589,1
5549,1
26757,1
3007,1
11394,1
11942,1
11596,1
21003,1
22557,1
6423,1
10700,1
14670,1
10146,1
19426,1
12283,1
16253,1
27206,1
27801,1
6703,1
11892,1
23900,1
32419,1
31535,1
6052,1
29232,1
8130,1
15647,1
23470,1
15056,1
17632,1
26262,1
25475,1
13023,1
14182,1
18380,1
29707,1
27464,1
18124,1
32117,1
19031,1
7550,1
25539,1
5271,1
9658,1
17847,1
6362,1
20844,1
1771,1
30536,1
21803,1
9842,1
6220,1
3602,1
22921,1
26433,1
12510,1
30158,1
4428,1
6248,1
6434,1
7943,1
1914,1
23736,1
10905,1
26040,1
9254,1
18007,1
9462,1
8769,1
25374,1
4465,1
17324,1
7923,1
8729,1
11773,1
27563,1
13324,1
26612,1
9329,1
2961,1
8811,1
18037,1
16708,1
15206,1
1025,1
17526,1
12576,1
1944,1
532,1
25906,1
5936,1
7069,1
5777,1
20744,1
27204,1
6830,1
8165,1
24849,1
23909,1
27133,1
13514,1
11902,1
29804,1
7974,1
26113,1
8893,1
14885,1
7354,1
8085,1
6570,1
23667,1
27911,1
8153,1
18026,1
27927,1
5484,1
12456,1
6807,1
82,1
10149,1
25863,1
19743,1
14093,1
7597,1
29914,1
8157,1
17568,1
7915,1
16461,1
19600,1
28800,1
9183,1
29054,1
9715,1
3683,1
168,1
25544,1
10182,1
3898,1
26920,1
14169,1
10989,1
1621,1
20747,1
14382,1
2663,1
24629,1
323,1
21260,1
11248,1
13595,1
32545,1
11546,1
24495,1
27740,1
3682,1
8854,1
19649,1
10453,1
31675,1
26033,1
11071,1
19126,1
3287,1
7089,1
6908,1
12642,1
19159,1
32005,1
4607,1
8143,1
10255,1
13099,1
1532,1
19510,1
17486,1
24343,1
31802,1
24074,1
14036,1
7906,1
12514,1
6665,1
2201,1
23822,1
25498,1
7941,1
31871,1
20911,1
18690,1
1333,1
30304,1
23223,1
20110,1
31012,1
29538,1
18851,1
751,1
1320,1
18546,1
17565,1
11226,1
190,1
30499,1
19840,1
16642,1
6688,1
22935,1
3958,1
8122,1
5170,1
9468,1
22646,1
30337,1
12868,1
17831,1
7348,1
1024,1
27412,1
3421,1
31332,1
1770,1
20173,1
10264,1
9233,1
24351,1
13888,1
28975,1
21608,1
15507,1
4117,1
14660,1
18633,1
31022,1
20614,1
5266,1
25929,1
17712,1
24135,1
21058,1
14281,1
17354,1
29412,1
5434,1
12853,1
15526,1
20227,1
9117,1
3191,1
31030,1
10694,1
15239,1
9294,1
27880,1
19457,1
1446,1
24767,1
17481,1
10415,1
21547,1
21134,1
18589,1
18102,1
21918,1
27618,1
14836,1
24575,1
5840,1
21259,1
23053,1
17563,1
20948,1
13880,1
26444,1
2438,1
7280,1
9535,1
11358,1
8207,1
1483,1
22559,1
25521,1
31187,1
23858,1
13987,1
6188,1
12292,1
24621,1
22618,1
8166,1
16658,1
30515,1
6987,1
19041,1
23623,1
2811,1
26734,1
15230,1
25483,1
15577,1
18252,1
28804,1
28901,1
17590,1
5713,1
7905,1
12280,1
15269,1
20102,1
17941,1
9855,1
10482,1
1827,1
1079,1
1189,1
31726,1
901,1
24904,1
3924,1
25697,1
27378,1
16997,1
1342,1
28650,1
23518,1
19107,1
15101,1
19776,1
29533,1
29430,1
19046,1
29632,1
32429,1
12993,1
15888,1
9894,1
21385,1
16602,1
4728,1
4951,1
5864,1
3089,1
16327,1
2060,1
340,1
12054,1
25959,1
9250,1
10322,1
28579,1
18622,1
7257,1
28689,1
28236,1
28971,1
23611,1
3747,1
1772,1
25415,1
13340,1
12042,1
6876,1
24953,1
26746,1
23536,1
27686,1
12080,1
11802,1
20566,1
3964,1
17240,1
10906,1
7526,1
22782,1
1995,1
27744,1
2895,1
30130,1
25775,1
28253,1
16316,1
27485,1
11921,1
19370,1
31510,1
26155,1
30208,1
32042,1
19535,1
7862,1
10312,1
6287,1
22934,1
15668,1
29030,1
23803,1
4917,1
28146,1
4390,1
3663,1
32458,1
29716,1
14156,1
30754,1
3317,1
19395,1
21466,1
21432,1
10,1
1547,1
97,1
14008,1
15629,1
19499,1
30955,1
22798,1
24118,1
16558,1
25149,1
20175,1
29797,1
31266,1
26675,1
8876,1
27580,1
8920,1
27692,1
24787,1
29037,1
4974,1
3350,1
27428,1
6157,1
11621,1
13560,1
26343,1
3843,1
8203,1
31939,1
30121,1
22808,1
5410,1
30111,1
639,1
14735,1
10740,1
7,1
25914,1
1272,1
6978,1
4889,1
28069,1
15590,1
5030,1
4341,1
11311,1
24152,1
31141,1
20619,1
6301,1
4355,1
5357,1
3396,1
28848,1
210,1
18535,1
21737,1
13227,1
7378,1
23478,1
28810,1
380,1
15029,1
16608,1
4582,1
6843,1
26874,1
13017,1
30677,1
29494,1
6234,1
2853,1
9006,1
18405,1
12623,1
22013,1
13641,1
10689,1
6439,1
15083,1
1022,1
27562,1
15096,1
19025,1
16906,1
3635,1
385,1
7973,1
26092,1
27943,1
14509,1
31236,1
22564,1
17292,1
30235,1
4981,1
3530,1
12144,1
16305,1
19905,1
9588,1
7143,1
12575,1
10753,1
31518,1
10567,1
26450,1
4670,1
18661,1
32146,1
30791,1
29154,1
2662,1
17061,1
20695,1
15817,1
32206,1
71,1
29544,1
3966,1
8018,1
11447,1
23880,1
155,1
26956,1
995,1
10604,1
9798,1
7053,1
11009,1
24341,1
4766,1
23329,1
16075,1
28353,1
19760,1
4034,1
30833,1
30568,1
7331,1
20286,1
18995,1
28495,1
18099,1
8701,1
12113,1
5634,1
12052,1
9154,1
11904,1
29310,1
22438,1
23110,1
19699,1
25500,1
28203,1
3369,1
19529,1
7385,1
14892,1
21252,1
20262,1
28532,1
27370,1
20178,1
16563,1
24841,1
26381,1
27566,1
15796,1
19214,1
8640,1
29661,1
30481,1
13938,1
24282,1
25595,1
10691,1
9607,1
659,1
24688,1
7228,1
7665,1
16868,1
27689,1
14703,1
16101,1
18525,1
2235,1
25389,1
18798,1
2720,1
30138,1
13926,1
16326,1
11305,1
27458,1
20540,1
6148,1
22480,1
32316,1
29952,1
28546,1
24296,1
14500,1
26390,1
6920,1
8942,1
6039,1
13857,1
4684,1
15314,1
12987,1
3638,1
20348,1
7213,1
15336,1
3896,1
7327,1
14227,1
24463,1
30746,1
24208,1
13708,1
1664,1
31499,1
30228,1
32339,1
819,1
20687,1
29435,1
30478,1
31780,1
31331,1
7535,1
6556,1
5826,1
5863,1
7014,1
17221,1
16740,1
20027,1
26895,1
873,1
8766,1
32532,1
2878,1
21820,1
7370,1
20811,1
13030,1
14819,1
18144,1
14966,1
5631,1
25768,1
32220,1
1857,1
5116,1
3755,1
11954,1
9324,1
25934,1
29669,1
30114,1
10326,1
28237,1
3710,1
11531,1
31719,1
3046,1
10821,1
30769,1
11147,1
18898,1
952,1
15197,1
4605,1
773,1
4384,1
21465,1
13934,1
31115,1
11909,1
25191,1
29700,1
25943,1
31602,1
3995,1
28632,1
10387,1
13164,1
18218,1
13839,1
16779,1
22710,1
14110,1
1953,1
12236,1
10949,1
15,1
29329,1
15911,1
8765,1
1764,1
19906,1
13540,1
23952,1
3944,1
20621,1
22366,1
23362,1
11031,1
25667,1
16736,1
30358,1
27222,1
29401,1
16584,1
27758,1
16430,1
25393,1
10052,1
16677,1
356,1
16711,1
12517,1
4715,1
17334,1
17443,1
31175,1
13796,1
28204,1
32530,1
16633,1
6796,1
27591,1
26496,1
7857,1
11654,1
21131,1
29106,1
17896,1
4255,1
12107,1
7669,1
8657,1
21232,1
31567,1
8822,1
10541,1
12533,1
15002,1
11854,1
17262,1
9447,1
5441,1
5101,1
5109,1
1950,1
15965,1
16784,1
18664,1
22019,1
23763,1
5928,1
31160,1
25378,1
9149,1
5348,1
20329,1
2728,1
17296,1
28371,1
7171,1
27320,1
19809,1
31588,1
14639,1
26510,1
15266,1
26748,1
14332,1
17228,1
5605,1
7949,1
2455,1
1454,1
16627,1
8652,1
24244,1
27286,1
30800,1
4482,1
24026,1
7489,1
15008,1
8867,1
17339,1
21733,1
16246,1
20476,1
7120,1
21223,1
26767,1
22329,1
4847,1
2104,1
21912,1
27123,1
21116,1
20764,1
25469,1
9970,1
22388,1
11086,1
22525,1
5,1
20323,1
7252,1
27588,1
23459,1
19746,1
1453,1
3980,1
19786,1
2673,1
5957,1
22392,1
31400,1
16275,1
19929,1
4476,1
14758,1
30596,1
15716,1
2800,1
23449,1
268,1
7609,1
11093,1
26034,1
1171,1
19811,1
1195,1
32161,1
9878,1
30923,1
5090,1
30275,1
11487,1
7208,1
11838,1
8983,1
21129,1
19716,1
15923,1
8711,1
4035,1
6596,1
8490,1
661,1
1730,1
2117,1
31553,1
11255,1
21781,1
6650,1
22523,1
16294,1
28794,1
12688,1
24533,1
27634,1
24934,1
4524,1
26089,1
1703,1
3807,1
1444,1
28020,1
27882,1
12584,1
2723,1
20412,1
15328,1
21326,1
7352,1
13356,1
26070,1
9200,1
11695,1
31935,1
18412,1
1164,1
18125,1
19875,1
30916,1
22252,1
30073,1
10045,1
19234,1
5948,1
8750,1
28987,1
28471,1
24758,1
508,1
16255,1
28423,1
14967,1
17070,1
9307,1
16865,1
19141,1
4877,1
26224,1
3021,1
32415,1
21468,1
32112,1
17805,1
27674,1
31019,1
31456,1
1604,1
86,1
30717,1
12775,1
19609,1
26241,1
22112,1
21829,1
19901,1
12354,1
31434,1
24964,1
18326,1
24313,1
5291,1
9480,1
30062,1
21951,1
29131,1
24105,1
13810,1
1206,1
2661,1
17426,1
9548,1
27417,1
13615,1
21944,1
447,1
9783,1
6817,1
17804,1
20792,1
23040,1
30237,1
